id,features[0],features[1],features[2],features[3],features[4],features[5],features[6],features[7],features[8],features[9]
462,0.2577433,-0.25104108,-1.0077695,-0.5097414,0.09901519,-0.8519096,0.4499367,-0.6052659,-0.5633164,0.022265455
472,0.078713894,-0.49895144,-0.52182084,-1.0223031,-0.8507913,0.010469405,0.046017367,-0.57704276,-0.1971882,0.11401446
482,-0.40080434,-0.1292961,-0.8479889,-0.81162584,-0.7799546,-0.68779236,0.38918602,-0.9860136,-0.5374949,-0.34022117
492,-0.1487793,-0.5404431,-0.9798839,-0.72121704,-0.86577386,-0.9986894,0.45896667,-0.4218,-0.12030582,0.15763381
502,0.1536788,-0.525522,-0.7533608,-0.18948852,-0.14858286,-0.25042078,-0.1871571,-0.69384575,0.18638109,0.48998976
512,0.33496866,-0.6965534,-0.7352627,-0.73110974,-0.48635402,-0.0010024385,-0.05022352,-0.9560603,-0.24537373,0.08553431
522,0.26106656,-0.6177574,-0.76702845,-0.9841081,-0.91429305,-0.7996968,0.10010141,-0.45334628,-0.4523547,-0.10695973
532,0.3671702,-0.5066828,-0.56406343,-0.825111,-0.8918324,-0.85026574,0.1557162,-0.6242537,0.27171943,0.025105834
542,0.30005777,-0.28933382,-0.95220083,-0.2924843,-0.084958054,-0.46557218,0.02048821,-1.1148945,-0.110718824,0.618385
552,-0.3241467,-0.6385097,-1.1457946,-0.51630336,-0.20430382,-0.25210676,0.24331899,-0.73375374,-0.3421146,0.5611851
562,0.107679516,-0.4963232,-0.86958253,-0.8204072,-1.018,-1.0991113,0.38437673,-0.5357632,-0.059611805,-0.2051516
572,0.07757927,-0.72337687,-1.3676403,-0.84136987,-0.8429043,-0.7153323,0.5573358,-0.84368783,-0.958519,1.080381
582,0.24715258,-0.68116367,-0.950505,-0.73120767,-0.54045933,-0.31574368,0.20646875,-0.43646297,-0.19197443,0.3717269
592,-0.08751844,-0.3948755,-1.3433303,-0.9801464,-0.58846664,-0.20075402,0.16482529,-0.64432967,-0.25981298,0.12934968
602,0.25396356,-0.5920403,-0.7542718,-1.0827078,-1.1393098,-0.94528645,0.62994593,0.11133183,-0.60999054,0.1740977
612,0.19691007,-0.50305533,-0.7049806,-0.42293248,-0.45786253,-0.46548158,0.15349613,-0.71040064,-0.1147896,0.02860212
632,-0.07043148,-0.63698405,-0.90328103,-0.5398127,-1.0376874,-1.4704769,0.8058272,0.09001496,-0.3248023,-0.06737239
642,0.31907675,-0.1322398,-0.47177112,-0.20039378,-0.08614685,-0.23929547,0.04048415,-0.44639006,-0.25450897,0.016553458
652,0.63187057,-0.8549384,-0.7802975,-0.7983232,-0.7790115,-0.75799346,0.46454394,0.4014652,0.16771035,-0.1470522
662,0.24579379,-0.46823826,-0.8525758,-0.4541138,-0.5652707,-0.24149182,0.19964677,-0.67741525,-0.6601045,0.59204316
672,-0.0829971,-0.2503417,-0.7190385,-0.33137694,-0.43408155,-0.21239369,-0.2834535,-0.19595835,-0.16778088,0.21216215
682,-0.6064032,0.01148511,-0.27215073,-1.9638877,-1.4094522,-0.53847355,-0.24873066,0.34805012,-0.56001276,-0.4966095
692,-0.13627295,-0.7792172,-0.67641586,-0.23389709,-0.002552321,-0.23855963,-0.307182,-0.89800227,-0.030948643,0.3055658
702,0.4474539,-0.29529792,-0.72743416,-1.2942753,-1.0119134,-0.9638139,0.4611265,-0.105576426,-0.024988692,0.14582987
712,-0.10919872,-0.54767144,-1.0935205,-0.4347859,-0.43330944,-0.98842096,0.74135405,0.26459137,-0.79982543,0.080894776
722,0.24754374,-0.7128449,-0.89313793,-0.93447775,-0.56940514,-1.1196344,0.7724608,0.033884875,-0.17482865,0.018083822
732,-0.5635335,-0.7305382,-0.9810129,-0.18006031,-0.43720582,-0.8207421,-0.009235658,-0.62082493,0.41006717,0.5226267
742,0.23003891,-0.6608177,-0.4730453,-0.2252797,-0.29263857,-0.299612,0.11276628,-1.1256948,-0.5718992,0.28242534
762,-0.21596064,-0.42477345,-0.5829588,-0.29165167,-0.40847212,-0.08565878,0.007585296,-0.8887691,-0.25075498,0.32367638
782,0.02198329,-0.6200148,-0.5861073,-0.19286406,-0.3926949,-0.4449806,0.006264985,-1.0339354,-0.6093376,0.27384317
792,0.67813927,-0.67567414,-0.6014687,-0.7121932,-0.78190815,-0.92787844,-0.056754626,-0.41300702,-0.06301081,-0.10512937
802,-0.2783959,-0.5795357,-1.0290015,-0.63803476,-0.42892608,-0.36857542,0.5180297,-0.6348445,-0.6523329,0.61630875
832,-0.129101,-0.4844688,-1.0884154,-0.58222693,-0.58968234,-0.28203103,0.22413003,-0.6686377,-0.7136361,0.6854933
842,0.37697202,-0.45936242,-0.6905858,-0.48582327,-0.40504342,-0.4039011,-0.44737536,-1.0639895,-0.060394313,0.12925756
852,-0.1476473,-0.46841553,-0.9770095,-0.5126931,-0.7489109,-0.22521958,0.16444129,-0.70691824,-0.47568122,0.51717365
862,-0.24938662,-0.8418619,-1.2625537,-0.5357681,-0.53304076,-0.82921696,0.30475226,-0.5804291,-0.19058034,0.17091055
872,-0.16800317,-0.048752047,-0.8365104,-0.40631258,-0.38795045,-0.79310054,0.32464013,0.10886917,-0.28324807,-0.17219909
882,0.07365752,-0.77549094,-0.9052564,-0.31913963,-0.6225162,-0.3082206,-0.067067675,-0.4001887,-0.5638138,0.19380188
892,-0.4000957,-0.77304435,-1.1326452,-0.9577216,-0.6429468,-0.7516082,0.25343195,-0.26744342,-0.14852586,0.38192633
902,-0.29402643,-0.6784194,-1.0188746,-0.97174865,-0.6996892,-0.84740424,0.5786228,-0.19556166,-0.44760147,0.3184962
912,-0.109753154,-0.87697154,-1.3552957,-0.9182465,-1.0672221,-0.7359728,0.53118634,0.03072672,-0.47221386,0.20997389
922,0.20160924,-0.7888046,-1.1757382,-1.1235715,-1.1285111,-0.85674286,0.46224704,-0.0702988,-0.25777853,0.056509312
932,-0.009750669,-0.5612669,-1.103294,-0.7988048,-0.35438004,-0.941068,0.541096,-0.32617816,-0.7003024,0.7674611
942,0.10866264,-0.91119516,-1.1541944,-0.994194,-0.91401356,-0.8111669,0.40485013,-0.038530536,-0.25477052,0.21442422
952,0.10923493,-0.8771173,-1.2088859,-0.8170416,-0.3148486,-0.5482823,0.48758796,-0.286539,-0.24502246,0.32649317
962,0.3939082,-0.6705576,-0.86508656,-1.0517825,-0.9025634,-0.91698694,0.29910794,-0.17673905,-0.36725962,0.0064085443
972,-0.06291421,-0.6901709,-0.61369234,-0.36111063,-0.31285173,-0.7807876,0.5325374,-0.57385594,-0.80000496,0.76855254
982,0.27349082,-0.76464623,-0.7430679,-0.94922096,-0.5747982,-0.96524775,0.7366206,-0.18012883,-0.54453653,0.3236888
992,-0.029193409,-0.46432447,-0.8629132,0.14576963,-0.52121896,-0.63166374,-0.12294306,-0.5672439,-0.4172769,1.1562314
1002,0.39883512,-0.6034703,-1.0736531,-0.66212136,-1.1974727,-1.4441944,0.45994404,-0.19501653,0.06272249,-0.4971364
1012,0.45052016,-0.562881,-1.073833,-0.8420587,-0.64317626,-0.57545173,0.44557765,-0.41900977,-0.55453503,0.64318967
1022,0.22946495,-0.58248913,-1.1410071,-1.1846616,-0.3741435,-0.40780455,0.727978,-0.1990412,-0.30257484,0.68200207
1032,0.2525825,-0.5424882,-1.0307308,-1.1715603,-0.4972446,-0.74305415,0.49770564,-0.41442117,-0.24246831,0.15026641
1042,-0.0042349775,-0.62237155,-1.2568134,-0.6028884,-0.6749579,-0.27818602,0.37766403,-0.41107386,-0.0993508,0.62866956
1062,-0.028306102,-0.47092384,-0.49843973,-0.5461542,-0.7862476,-0.5301211,0.46462122,-0.1545973,-0.47272316,-0.076153815
1082,0.030790532,-0.7236187,-1.0593398,-0.7692391,-0.87724525,-0.70231825,0.37795997,-0.3494421,-0.34964818,0.064325765
1092,0.111359,-0.6742703,-0.8925184,-0.47618872,-0.81241906,-0.31680885,0.46947762,-0.82780534,-0.76979345,0.38081637
1102,-0.26987147,0.014928553,-1.4929111,-0.5185385,0.17233673,-0.7796279,0.33035776,-0.53315544,-0.041592035,-1.0149206
1112,0.33352748,-0.90862554,-0.9382712,-0.8119208,-0.7914613,-0.77115744,0.18749991,-0.41169053,0.25295442,-0.113800466
1132,-0.11399914,-0.6876847,-1.1151756,-0.9390791,-0.9128662,-0.9264354,0.6471073,-0.16280457,-0.272517,0.418927
1142,-0.040842786,-0.65846837,-0.2218491,-0.29752243,-0.13492292,-0.33006352,0.04332366,-0.48440877,0.12691304,0.18132405
1152,0.39992252,-0.7471744,-1.0782933,-0.66081095,-1.2046345,-0.54252577,-0.49985594,-0.18729751,-0.07528372,-0.011929717
1162,-0.21240927,-0.7407125,-0.91748506,-1.0273932,-0.93349,-0.6949537,0.49021184,-0.2512754,-0.34530383,-0.00580289
1172,-0.25910357,-0.5450039,-1.1917367,-0.94281507,-1.0097172,-0.81672436,0.68594825,-0.23921028,-0.33957645,0.37301868
1192,-0.0983528,-0.7646167,-0.62493503,-1.0257157,-1.0158668,-1.0692391,0.5247015,-0.6268845,0.15756522,-0.0125156
1202,-0.07022099,-0.26542854,-0.8410912,-1.0393772,-1.0678991,-0.7278755,0.20676693,-0.16720566,-0.7582941,-0.5649958
1212,0.04273635,-0.9400233,-1.1752721,-1.0156165,-1.0081887,-0.95684016,0.440634,0.011868708,-0.39393663,-0.0038151946
1222,-0.011325391,-0.37529796,-1.212417,-0.9006652,-1.0646152,-0.71986747,0.28272292,-0.52508813,-0.6858214,-0.17239673
1232,0.45585,-0.8041609,-0.62892455,-1.1242204,-0.53794175,-1.6008912,-0.374659,-0.09048425,-0.20837304,-0.10559348
1242,-0.15284894,-0.47074097,-1.4042491,-0.90964884,-0.8482501,-0.5252435,0.4827328,-0.39079246,-0.5994017,0.424602
1252,0.0032095152,-0.8246565,-1.1616175,-0.92627144,-1.2194386,-0.8270247,0.41618183,-0.14363666,-0.33043113,-0.091048874
1262,-0.039338302,-0.7296069,-1.4255121,-0.873174,-0.9507838,-0.524728,0.4703359,-0.30992195,-0.67340934,0.26512334
1272,0.094346516,-0.74702865,-1.3893992,-0.7785882,-1.0119469,-0.5137643,0.38781616,-0.29478627,-0.7198285,0.19125132
1282,-0.13250175,-0.74179554,-1.1284434,-1.267328,-0.54629743,-0.741318,0.48305693,-0.0797247,-0.304477,0.04319627
1292,-0.053809714,-0.6594456,-1.0704126,-0.9181435,-0.9694292,-0.83928347,0.47257537,-0.301059,-0.37464425,0.046903063
1302,-0.1363597,-0.43533885,-1.2725309,-0.811647,-0.8745878,-0.38465345,0.4076346,-0.39880747,-0.4679987,0.73538417
1312,-0.4702351,-0.9662757,-0.6207166,-0.99362296,-0.51033527,-0.91161376,-0.009454068,-0.7695282,0.22911108,0.1577656
1322,0.049548075,-0.2816638,-0.5076176,-0.36423573,0.17846303,-0.2392594,0.12686786,-1.004216,-0.46078074,-0.15015928
1332,0.29002947,-0.5757569,-0.6004133,-0.98291016,-0.34599632,-0.43841174,0.1713046,-0.7695209,-0.3632767,0.08232109
1342,0.683044,-0.36681125,-0.64982444,-0.8549477,-0.44530994,-0.32458732,0.16185467,-0.91513604,-0.32594967,-0.06930428
1352,-0.122574404,-0.6525547,-0.89841354,-0.40476173,-0.65476894,-0.5840548,0.06579775,-0.44162884,-0.3867183,-0.13575898
1362,-0.10421915,-0.9169864,-1.088135,-0.8229402,-0.6873991,-1.1606871,0.41500846,0.09313474,-0.3150427,0.081447534
1372,-0.20837976,-0.68444467,-1.2610214,-0.91856897,-0.1543892,-0.282715,0.10380561,-0.48443365,-0.38024035,0.23590636
1382,0.05828733,-0.7191667,-0.83579016,-0.07204984,-0.48730937,-0.11066997,-0.12065828,-0.9708133,-0.48793003,0.45892167
1392,0.15674607,-0.7503314,-0.8330615,-0.76497567,-1.0440661,-0.78483933,0.4648565,-0.45905364,-0.15575874,-0.12775625
1412,-0.39058927,-0.46737018,-1.2127161,-0.7953729,-0.7757938,-0.7195934,1.0486021,-0.33388984,-0.4553042,0.07605485
1422,-0.07150962,-0.80771154,-0.7803214,-0.34373504,-0.5131363,-0.1650354,0.2673667,-0.69632435,-0.63203746,0.65820515
1432,0.18456006,-0.6799358,-0.90175194,-0.32510546,-0.27519333,-0.2254156,-0.034351982,-0.8612338,-0.34378633,0.30771554
1442,-0.09012605,-0.37034452,-0.8349881,-0.7044913,-0.551214,-0.5758119,0.38186336,-0.54776543,-0.5119946,0.5023823
1472,-0.3641488,-0.84977263,-0.8611884,-0.57598203,-0.8845946,-0.25909922,-0.01038001,-0.4217906,-0.72879916,-0.018189458
1482,-0.3001048,-0.65860224,-0.65359366,-1.1536332,-0.79665434,-0.6250784,0.10186117,-0.34425682,-0.11540283,0.12663673
1502,-0.1798173,-0.23763953,-0.5769103,-1.0893474,-0.4246447,-1.0278294,0.27944085,-0.6769488,0.001622623,-0.7075326
1522,-0.3023205,-1.043024,-0.4114357,-0.2951289,-0.5935013,-0.9078269,-0.043011498,-0.03545983,-5.9852126E-4,0.21253298
1532,0.15269119,-0.4644722,-0.7878888,-0.6042285,-0.63879496,-0.45017424,0.29333642,-0.62805647,-0.17582569,0.26422513
1542,-0.29231063,-0.5948119,-0.88948524,-0.9443474,-0.72541887,-0.5933986,0.58967954,-0.3203556,-0.27161643,0.22589077
1552,-0.22136404,-0.6053987,-0.9204357,-0.559483,-0.6440425,-0.06406343,-0.13940613,-0.91120315,-0.5143942,0.598074
1562,-0.12921865,-0.840856,-0.63665015,-0.28057674,0.024016501,-0.101857774,0.058565486,-0.84638816,-0.36638516,0.53170496
1572,0.04046377,-0.6722342,-0.5160251,-0.98186314,-1.0951196,-1.2795757,-0.026548488,0.08835606,-0.44732463,-0.51276034
1582,0.07653632,-0.86095554,-0.61863625,-0.9342119,-0.141878,-0.1937407,0.33896002,-0.76169574,-0.51557004,0.6898596
1592,0.26001784,-0.76348346,-0.62629616,-0.7247648,-0.19809179,-0.22973801,0.37502486,-0.16509302,0.121147655,0.9371799
1602,0.24328409,-0.33556238,-0.6538384,-0.2234,5.786765E-4,-0.5190046,-0.033597413,-0.7317125,-0.22295992,0.79986775
1612,-0.4175846,-0.7205379,-0.743577,-0.69278735,-0.5234473,-0.24474367,0.72446793,-0.6430699,-0.25126237,0.7677663
1622,0.1722094,-0.3655685,-1.0086439,-0.46495053,-0.15659697,-0.7141985,0.314792,-0.11563924,0.015288718,-0.6455541
1632,-0.202969,-0.84446055,-0.7683867,-0.21550763,-0.061789237,-0.3022445,0.2446461,-0.52820796,-0.83138996,0.30013502
1642,-0.07070492,-0.43629,-0.8364668,-0.649657,-0.4323511,-0.23827967,0.2723511,-0.9357958,-0.5608611,0.48680753
1652,0.38550463,-0.7986982,-0.30838078,-0.65667546,-1.3121651,-0.51439714,0.07187159,-1.0885302,-0.037306845,0.07370738
1662,0.18150079,-1.5675588,-0.39359516,0.052375514,-0.819189,-0.5137942,0.24118038,-0.5286481,-0.17677411,0.16512169
1672,-0.18006632,-0.60248303,-1.0704597,-0.5566306,-0.8637089,-0.47675586,0.18651769,-0.5833689,-0.42520395,0.53635347
1682,-0.2724212,-0.40759555,-1.1494786,-0.9903311,-0.9819015,-0.5180338,0.25317714,-0.5383847,-0.16571648,0.3450389
1692,-0.11058105,-0.42888203,-0.5522827,-0.7023372,-0.7995964,-0.46945202,-0.6980587,-1.3500503,0.06648999,-0.05057266
1702,-0.084382415,-0.45773727,-0.899368,-0.6869551,0.24326228,-0.35913035,0.054876395,-0.6134638,-0.06208116,0.75057375
1722,-0.23132409,-0.7263299,-1.266609,-0.49441725,-0.53558546,-0.18594158,0.038361717,-0.5984785,-0.4850209,0.40850824
1732,-0.15213443,-0.23642823,-1.2792127,-0.68786776,-0.9762662,-0.9698033,0.013852343,-0.48658413,-0.26887116,-0.36757165
1752,-0.033229448,-0.84424055,-0.67649114,-0.3085241,-0.2109572,-0.16894382,-0.02488376,-0.94120467,-0.65940374,0.3473491
1762,0.11717209,-0.8579552,-0.6385462,-0.57074255,-0.5491822,-0.034552556,-0.22532308,-0.88422805,-0.16819622,0.29912186
1772,0.0891625,-0.70286965,-1.023514,-0.42614827,-0.06927061,-0.3110394,-0.12458784,-0.38850918,0.07183118,0.60749245
1782,-0.21826659,-0.658342,-0.61999995,-0.6164,-0.3799814,-0.7223962,0.49098152,-0.76309896,-0.12866321,-0.20987715
1792,-0.16023344,-0.77297026,-0.8731359,-0.40572867,-0.450346,-0.22022061,0.026258934,-0.88173056,-0.6131588,0.52420926
1812,-0.5489042,-0.9992355,-0.9151925,-0.82541233,-0.5508515,-0.4011391,0.68810904,-0.5882171,0.11857116,0.5520069
1822,0.26943746,-0.17076656,-0.83148587,-0.9271347,0.22827314,-0.41304848,0.6414391,-0.31625262,0.38478017,0.6294631
1832,-0.1954432,-0.7781561,-0.905523,-0.6388965,-0.667261,-0.4924333,0.30098304,-0.7856002,-0.44087428,0.7326654
1842,-0.28559288,-0.68944854,-1.046479,-0.60549426,-0.57334757,-0.9811576,0.16069219,-0.5627756,-0.2734616,0.3951319
1852,-0.21606396,-0.11645162,-0.7241761,-0.20390077,-0.29859537,0.00855639,-0.092024855,-0.27857518,-0.19692913,0.34841353
1862,0.19189171,-0.7158707,-0.35347039,-0.38484105,-0.20304058,-0.12171579,-0.19300966,-0.843155,-0.534456,0.18603517
1872,0.07443545,-0.49870282,-0.39954668,-1.0832045,-0.6547486,-0.5796049,1.2513185,-0.035615593,-0.6786461,0.98631555
1882,-0.13201803,-0.9527022,-0.6414991,-0.39616278,-0.15232575,0.04730268,-0.21266757,-0.77890617,-0.30708176,0.41247985
1892,-0.2635145,-0.64563125,-0.8585688,-0.46312344,-0.666061,-0.41849625,0.2604015,-0.7256564,-0.69522727,0.59636694
1902,-0.41631263,-0.49357235,-0.3223809,-1.33883,-0.8506344,-0.22589388,0.47067642,-0.89727,0.027805433,-0.14969166
1912,0.030436346,-0.69063836,-1.0993958,-0.75302553,-1.2158444,-0.5749432,0.27777642,-0.31523958,-0.12663782,0.040644202
1922,0.304539,-0.7206029,-1.0115018,-0.5273276,-0.5302149,-1.0629741,0.54823405,-0.47409695,-0.20912464,0.104238085
1932,0.8123713,-0.7328606,-0.82146305,-1.051747,-0.31838644,-0.6696499,0.5855359,-0.24496582,0.009750312,0.78794104
1942,-0.12502451,-0.79200983,-1.1089678,-0.8515047,-0.9106622,-0.7093786,0.66383266,-0.25036684,-0.25199193,0.314676
1952,0.21938291,-0.71166384,-0.89489186,-0.9053136,-1.16947,-0.98460233,0.5270094,-0.23483762,-0.3538774,-0.07309836
1962,-0.08833483,-0.6318089,-1.0384024,-0.78553206,-0.7454581,-0.6303467,0.69483864,-0.4069202,-0.4265467,0.6699182
1972,0.6366415,-0.19985406,-0.47283262,-0.73533285,-0.103472635,-0.35667473,-0.20269172,-0.72121626,-0.17233497,0.075151496
1982,0.89839685,-0.44259372,-0.89845306,-1.1922599,-0.90604633,-0.24189444,0.10787006,-0.6743382,-0.47628167,-0.034869783
1992,0.6411041,-0.3789745,-0.2969414,-0.44827422,-0.34409082,-0.32144043,-0.3393407,-1.0654268,-0.17363739,0.1996569
2002,-0.2168893,-0.5356547,-1.2235864,-0.45556045,-0.38781226,-0.037799112,0.013393626,-0.77830225,-0.45701313,0.6126258
2012,0.022282243,-0.5806682,-1.2846023,-0.732746,-0.28591868,-0.14104414,0.12522767,-0.61862963,-0.13444489,0.45149013
2022,-0.026794048,-0.53289276,-0.8152603,-0.91372496,-0.95795983,-1.000256,0.28453928,-0.38013574,-0.1529949,-0.42701235
2032,-0.026678711,-0.7854183,-0.6898024,-1.0443785,-0.03309537,-0.715893,0.07169875,-0.34245232,0.12868264,0.8292228
2042,0.1327397,-0.56881624,-0.85747486,-0.472959,-0.02788486,-0.19142112,0.011525744,-0.81411546,-0.056466617,0.8364931
2052,-0.08627196,-1.0017382,-0.5432338,-0.8259244,-0.03872747,-0.3953852,0.09372041,-0.8951127,-0.11893199,0.47141087
2062,-0.05570754,-0.64616877,-0.5126891,-0.9976387,-0.73956716,-0.7120799,0.54825675,-0.45709234,0.17973393,0.13890095
2072,-0.15614517,-0.5116769,-1.052131,-0.69043726,-0.18936843,-0.52326167,-0.14904115,-0.6978114,-0.25236583,0.09843596
2082,-0.04482301,-0.56156933,-1.0202978,-0.6372087,-0.07049551,-0.1783367,0.10223991,-0.5714773,-0.26455125,0.77726287
2092,0.4665826,-0.6581948,-0.7138135,-0.6957234,-0.11248302,-0.14095913,0.008467567,-0.52110547,-0.034748483,0.6025004
2102,0.35778594,-0.8084535,-0.8794014,-1.2180078,-0.36370188,-0.80074084,0.08060655,-0.035478294,-0.26076758,0.39975214
2112,-0.25112784,-0.59441847,-0.7964673,-0.7948604,-0.69351083,-0.70584804,0.68604064,-0.53635937,-0.40098363,0.31735992
2122,0.53162485,0.0095271915,-0.6410666,-0.51361215,-0.05724258,-0.46692482,0.001470979,-1.2873173,-0.5917496,0.070594616
2132,0.057760485,-0.6786273,-0.8097741,-1.2134659,-1.0037712,-1.0815694,0.4144407,-0.19611807,-0.13504824,-0.058682766
2142,0.27432492,-0.51364374,-0.90236807,-0.7266605,-0.09320197,-0.40246475,0.13528918,-0.38966992,-0.33119816,0.8509914
2152,-0.06059024,-0.8959444,-0.5126655,-0.7415526,0.3419607,-0.4431212,0.023529302,-0.3727083,0.2001414,0.7860731
2162,0.112285145,-0.5269214,-0.7520178,-0.6516291,0.3544774,-0.545848,0.1511873,-0.53964543,-0.24635397,0.45454288
2172,-0.08754513,-0.44684213,-0.99807274,-0.7240983,-0.37057918,-0.2560789,0.58171046,-0.12555583,-0.36537865,0.87544864
2182,0.08576436,-0.8614395,-0.86929274,-0.9683778,-0.7001162,-0.6849724,0.20672476,-0.054164253,-0.6694656,0.08939547
2192,-0.07274509,-0.9318286,-0.3064042,-1.1882169,-0.6083888,-1.4483385,1.4906253,0.63599575,0.72677064,0.1528029
2202,-0.11132655,-0.8759832,-1.0764949,-1.0112191,-0.8209083,-0.6555944,0.40553093,-0.26158774,-0.4485331,0.030966429
2212,-0.084477834,-1.0375448,-1.1434048,-0.77916414,-0.58134764,-0.8235314,0.5676366,-0.021471124,-0.50346655,0.049495343
2232,-0.11577098,-0.45629987,-0.8181365,-1.1373179,-0.5832183,-0.5360647,0.20939657,-0.8055155,-0.20283198,-0.17415841
2242,-0.16544522,-1.0226454,-0.76191145,-0.9208022,-0.07306372,0.0012497613,-0.24866423,-0.455258,0.13147503,0.64974326
2252,-0.279409,-0.7417347,-0.8025715,-0.61385435,-0.4181876,-0.58465785,0.13629249,-0.6474499,-0.27180985,0.43756583
2262,0.052178875,-0.38038883,-0.7834865,-0.43453717,-0.7415044,-0.44270104,0.5032549,-0.7688837,-0.5086141,0.62536764
2272,-0.23818964,-0.7267621,-0.52624947,-0.7468295,-0.85273814,-0.8928309,0.30019772,-0.5116473,-0.39082584,0.533035
2282,-0.08514555,-0.4383909,-0.9226101,-0.96219623,-0.73436695,-0.8722147,0.3211908,-0.59550005,0.2416176,-0.1421073
2292,-0.63934666,0.07719882,-0.5996993,-0.54834944,-0.5696741,-0.6623237,0.14633559,-0.9654751,-0.09339589,0.2674114
2302,-0.04446447,-0.5901149,-1.3476156,-0.6028803,-0.75321853,-0.39189366,0.46976992,-0.5290274,-0.3283103,0.4861166
2312,-0.10410337,-0.62454116,-0.9474906,-0.8421141,-0.8788336,-0.6673455,0.6623404,-0.43406567,-0.2893489,0.49178004
2322,-0.20380417,-1.0081613,-0.7559612,-0.40011138,-0.41244483,-0.19876136,-0.07992043,-0.8178587,-0.40712538,0.26078793
2332,-0.13525319,-0.5492109,-0.056921177,-0.7195118,-0.2129614,-0.95537156,0.15192504,-1.5956417,-1.0422866,0.7704756
2342,-0.54290485,-1.1633368,-1.4541647,-0.67929953,-0.9050441,-0.653957,-0.31350607,-0.3109153,1.2687478,0.18498738
2352,-0.14055169,-0.61434966,-1.0284678,-0.759138,-0.9340956,-0.5563465,0.8054732,-0.36310625,-0.4018912,0.46558762
2362,0.6152213,-0.6084455,-0.5092348,-0.9522149,-0.606882,-1.1102237,-0.45424554,-0.1752767,0.50112164,-0.6768795
2372,-0.017274737,-0.25821024,-1.4267515,-0.30961245,-0.07964558,-0.3526447,-0.032995522,-0.86582714,-0.28128782,0.37678885
2382,0.15631607,-0.26436093,-0.7482437,-0.29529032,0.14017121,-0.30132422,-0.21843873,-0.84790033,0.06926814,0.23574452
2392,-0.1466865,-0.6788041,-0.5478684,-0.3239239,-0.044806752,-0.21422876,-0.102934875,-0.66498977,-0.28637108,0.8543707
2402,0.21511932,-0.3166376,-1.0850477,-0.34332877,-0.39628908,0.05187277,-0.12887146,-0.8841202,-0.69666874,0.4595218
2412,0.24066931,-0.50768185,-0.6806242,-0.041239858,0.012530366,-0.3221849,-0.13861603,-0.8869636,-0.5755957,0.45828143
2422,0.030854324,-0.41247073,-0.7811087,-0.34839076,0.059080407,-0.2202051,-0.0643347,-0.7379957,-0.15439406,0.55700624
2432,-0.17018937,-0.59401584,-0.77659285,-0.52189523,-0.2838157,-0.6096352,0.3472013,-0.60422015,-0.08652415,1.0599105
2442,-0.0994268,-0.59962523,-0.69409114,-0.958424,-0.8421397,-0.94560903,0.7791085,-0.4027946,-0.13724776,0.36032325
2452,0.38245907,-0.6291248,-0.20513093,-0.80456144,0.40982872,-0.10127913,-0.19392271,-0.9083307,-0.36626935,0.13518707
2462,-0.08506135,-0.7552023,-0.37818277,-0.21268693,-0.22228727,-0.43097433,-0.48668322,-1.0030259,0.21895055,0.006264973
2472,0.2866132,-0.57964987,-0.90334827,-0.6147334,-0.4381897,-0.22673605,0.2760379,-0.56534827,-0.47768116,0.31262612
2482,-0.23245588,-0.8580359,-1.0335444,-0.5925105,-0.63503915,-0.8250134,0.26096892,-0.42361414,-0.065126576,0.23868385
2492,0.12221989,-0.5853739,-1.0217668,-0.35856795,-0.653988,-0.22794558,0.35500586,-0.82605624,-0.0031489988,0.038658958
2502,-0.12232756,-0.23967153,-1.3705457,-0.84063596,-0.7693587,-0.6624226,-0.0212567,-0.7650132,-0.21728049,-0.08441484
2512,0.07824227,-1.4181621,-0.52828205,-1.3085223,-0.7127907,-1.4097528,-0.07560009,-0.024556633,0.2522581,0.046027698
2522,0.3179569,-0.26899368,-0.9366181,-0.102813564,-0.14774059,-0.6236403,-0.25769678,-0.7315182,-0.4609774,0.60743326
2532,0.5971153,-0.52045375,-0.9717457,-0.6270197,-0.1851136,-0.37688217,0.1580906,-0.6879667,-0.53505164,-0.055395488
2542,-0.39438075,-0.28389788,-1.2198831,-0.87013024,-0.9933421,-0.67379725,0.08595279,-0.6382768,-0.34975055,-0.095526725
2552,0.09310551,-0.21263514,-0.73865247,-0.31599078,0.008693412,-0.23622142,0.035633,-1.1884089,-0.209639,0.19869407
2562,-0.53786176,-1.4083766,-1.0013092,-1.9008192,0.4624695,-0.4738715,0.24405025,-0.41461715,0.22580715,0.44258732
2572,-0.3471597,-0.3598893,-1.0110601,-0.67512244,-0.6909135,-0.30847245,0.3843641,-0.8872262,-0.04533826,0.63058525
2582,-0.44243747,-0.53599197,-1.2960593,-0.34478617,-0.2820347,-0.7978775,-0.59153855,-0.6804525,-0.05643875,0.17107235
2592,-0.13351974,-0.22120845,-0.83188444,-0.7764137,-0.4186629,-0.4046718,0.04566131,-0.8663982,-0.3254928,0.19477445
2602,0.69031215,-0.2711728,-0.6244073,-0.82297003,-0.5301377,-1.3833679,-0.3033825,0.04131152,-0.21608618,-1.0529041
2612,0.18245968,-0.6928362,-0.97830635,-1.0974516,-1.0504502,-0.6535384,0.3066012,-0.2877719,-0.34390727,0.37834027
2622,-0.4677267,-0.6344649,-0.9373177,-1.0611827,-0.28752953,-0.74367017,0.26529056,-0.32775503,-0.094175376,0.23726335
